User-ID,ISBN,Book-Rating
1075,0472113658,5
1075,0142001740,10
1083,080410753X,7
1096,1566197155,7
1113,0848705459,8
1116,031298250X,4
1116,0425095584,2
1116,0553575619,5
1129,1558612815,9
1131,0174434642,8
1131,0446672211,7
1155,0451409256,9
1155,0671701053,5
1155,0671032658,9
1161,0373226519,6
1161,0061098795,5
1167,0679450548,7
1178,014056232X,10
1178,0440940001,2
1184,0425163385,7
1184,0553585118,3
1211,2070412571,8
1211,2258036992,9
1211,2070544281,9
1211,2207245810,9
1211,2253005274,8
1211,2070360423,7
1211,2290307831,9
1211,2070415686,8
1211,0330367358,8
1211,2070417700,6
1211,2290331406,8
1211,2266022504,8
1235,0330236504,7
1235,0345378490,9
1248,0385425686,6
1248,0679412271,9
1248,1560980087,10
1248,0803281730,10
1248,0393029190,10
1249,0440226430,5
1254,089480829X,10
1261,0345401123,7
1297,1574551108,10
1297,0836218256,7
1343,0753505703,7
1343,0753506262,10
1376,0425177173,9
1409,0515127396,5
1409,0061093106,8
1412,0156027321,9
1421,846630536X,5
1424,1585673625,7
1424,0385319452,7
1424,0743431014,7
1424,0345439481,7
1424,0590988301,7
1424,0061097314,5
1424,1400060648,7
1424,0606011773,6
1435,0385325126,9
1435,0913367176,10
1435,0375505547,7
1435,0394742591,7
1435,0850315336,6
1435,1558007725,6
1435,0451208765,4
1435,0446672211,8
1435,0446611239,10
1435,0618127453,9
1435,0684848783,5
1435,0486408760,10
1436,044022165X,6
1436,0451201558,9
1467,1555217532,7
1485,0380706725,8
1485,0440512158,10
1485,0767904281,6
1485,0380717085,8
1517,8420444782,4
1548,0765342294,8
1548,0060394447,1
1548,0553234609,9
1558,0374281602,9
1570,0156787334,10
1585,0446355224,4
1585,0451178033,6
1585,0345413903,7
1585,0446604658,6
1585,0553343874,6
1585,0446611611,6
1596,0679426159,6
1596,0385511612,6
1597,0671020315,5
1619,0553280341,7
1652,0151006903,7
1652,0679781587,7
1660,0789414708,6
1667,8845906876,6
1667,8804332247,5
1674,0553380958,10
1674,0345384466,7
1674,0679775471,8
1674,038548951X,10
1674,0312314256,10
1674,0312874006,1
1674,0312868308,5
1674,0393312801,10
1688,0552138223,9
1696,8484502112,8
1733,0373242328,6
1733,0373226950,10
1733,0061083275,9
1733,0373121857,8
1733,0373169299,5
1733,0345447840,10
1733,0743431367,10
1733,0446527130,7
1733,0373196636,4
1733,0373121709,5
1733,0373707959,8
1733,0373271867,7
1733,0373218400,9
1733,0373706545,5
1790,0375701427,8
1791,0380014300,8
1791,0812504364,7
1797,0007683022,10
1805,0345406516,6
1805,843760494X,8
1830,0099387913,6
1830,0553572997,7
1848,0762406984,10
1848,0345342968,10
1848,0765348446,10
1848,0812513738,8
1848,0312852487,10
1903,1585420611,10
1903,0316441791,10
1903,1564146731,9
1903,068815252X,3
1903,0670031518,10
1903,0684866005,1
1903,0385722192,2
1903,0953309819,8
1903,0340697687,10
1903,0879804211,1
1990,8528602931,8
2009,1555910408,8
2009,0486243451,8
2010,1552976246,2
2010,0380796090,6
2024,0807079200,9
2024,0877736510,8
2024,0472095978,9
2024,0841502439,9
2024,0312028784,7
2024,0415907411,8
2024,0802116825,8
2024,0060167084,8
2030,0694524638,10
2030,0806514094,10
2030,0385315287,10
2030,0345453549,8
2030,0385484100,10
2030,1882591275,5
2030,0062513982,10
2030,0821211226,10
2030,0140298479,10
2030,0394404289,10
2033,0140386645,8
2033,0312921098,8
2033,0380775123,10
2033,0142000663,10
2033,1559274581,7
2033,0133502813,10
2033,0812533313,10
2033,0812532635,8
2033,0886774543,10
2033,0812523040,10
2033,0836204387,10
2033,0192800493,6
2033,0886774144,10
2033,0688149790,8
2033,0060256664,10
2033,0965921506,10
2033,0882710583,8
2033,1891400495,10
2033,0886775035,10
2033,0886775493,9
2033,0061020427,6
2033,0812532597,8
2033,0698119509,7
2033,0836220889,10
2033,0099428385,8
2033,1556432151,10
2033,0439139597,9
2041,0671617028,8
2041,068483376X,1
2041,0151003394,8
2046,0380752123,10
2084,8434845091,6
2084,8477021473,8
2084,8474448174,7
2084,8445073818,7
2084,8477021090,6
2090,0671739778,6
2103,0441225691,9
2103,068486780X,8
2103,0679745963,7
2103,0140259988,10
2103,0451451686,10
2103,0385472951,9
2106,0731806883,4
2106,081297106X,6
2106,0553565915,8
2110,042516540X,8
2110,0886774500,9
2110,0440920221,6
2110,0140022651,10
2110,059035342X,10
2110,0812505042,10
2110,1558504184,8
2110,0345307674,10
2110,0786807555,7
2110,097089726x,10
2110,0807842613,9
2110,0394843509,10
2110,1572970944,6
2110,1561008931,7
2110,0590448595,8
2132,0440236401,8
2132,0843950676,8
2134,0684866048,10
2134,0399517405,9
2179,0553373803,10
2179,0618002219,9
2179,0451455789,9
2179,0886777844,9
2179,0887307884,9
2179,0451458370,9
2179,0385504209,10
2189,2070423158,9
2189,2877141667,4
2189,0312243359,8
2197,0375727434,7
2197,0449702936,8
2197,0449702545,8
2197,0312291639,9
2203,0552138916,6
2240,0162823272,7
2255,0425175405,7
2276,0671473905,9
2276,0425039048,9
2276,034528643X,8
2276,0882840185,8
2276,0441116868,9
2276,0671743872,5
2276,0553582526,9
2276,0805063897,10
2276,0671832867,7
2276,0345397371,8
2276,0345361407,7
2276,0449007383,10
2276,0460016989,7
2276,0020960808,10
2276,0425055272,10
2276,0131953621,8
2276,0385018681,8
2276,038072880X,9
2276,0425119653,8
2276,0312989385,10
2276,0451458990,9
2276,0446327085,9
2276,0965704637,7
2276,0882293613,10
2276,0440110602,8
2276,0440221471,10
2276,0671836927,9
2276,0446794031,7
2276,0671822896,7
2276,0133143023,9
2276,089529768X,8
2276,0553289640,6
2276,0451095847,5
2276,0671016768,8
2276,0425170470,10
2276,0553576801,8
2276,0393310477,7
2287,0425147622,7
2287,0451180410,7
2287,0061051098,6
2288,0425188809,10
2288,0821764462,10
2288,0310466628,6
2313,1558850481,6
2313,034545104X,5
2313,0399141146,3
2313,0803287100,6
2333,0030437717,7
2337,0312265867,7
2337,0446528757,9
2337,0060928336,9
2354,0380814021,7
2358,0812509145,7
2358,0812524608,6
2358,0449212599,8
2363,0451451996,9
2363,0451453689,9
2385,0446604666,6
2399,0812533666,4
2404,0679766758,10
2406,3897053020,1
2414,014300025X,6
2414,0451176723,5
2415,3596271088,8
2439,0425174468,7
2439,0679767398,7
2442,8881111527,7
2442,8846200500,5
2442,8807816016,10
2442,8878191388,8
2442,8804424605,5
2442,8804501227,8
2442,8881830892,8
2442,8804408782,6
2442,8806134817,5
2442,887983732X,6
2442,8879835424,5
2442,8881833239,7
2442,8878242624,10
2470,0449146383,9
2481,0312850581,9
2488,8574024880,5
2520,8466301151,10
2549,2264032199,8
2549,0006551092,10
2552,3596156963,7
2589,0684869829,8
2589,0440237416,8
2589,0671026801,7
2597,006018700X,8
2622,0688155022,10
2630,0394541545,8
2651,0812520793,6
2655,8807014467,8
2678,0590129988,7
2719,0553265571,8
2719,0451521358,8
2719,0812566351,8
2719,0441009700,5
2731,0553274864,5
2738,8817521620,7
2766,1576737284,9
2766,0970760094,6
2766,0026890380,9
2766,0310322413,9
2766,0684835525,8
2766,0937295221,9
2766,0671729896,8
2766,0446611867,7
2766,0307168409,10
2766,0874869870,9
2766,0064440168,9
2766,0312146310,9
2766,1570824304,7
2766,0060235330,8
2766,1565073584,8
2769,8882462757,9
2770,0553141406,9
2789,8433584332,8
2793,1559278374,8
2793,0671695126,6
2799,1890159018,7
2799,0553213539,8
2853,0684186454,9
2855,0425168700,7
2891,0446677426,9
2891,0061054887,6
2891,0345404475,7
2891,0802136346,7
2891,0553211404,7
2891,0374100128,7
2891,0451521323,7
2891,0571169341,10
2891,0446690295,7
2896,8587122061,7
2896,8526219278,7
2935,0684846861,6
2954,0767908244,8
2954,0060973129,8
2977,0696004755,4
2977,014005264X,4
2977,0898798140,9
2977,0425175111,8
2977,3190115214,10
2977,0696013908,3
2977,0781805899,10
2977,0821221817,10
2977,0142001430,7
2977,0671496107,10
2977,0312194390,8
2977,1841954314,6
2977,0553212486,8
2977,0380706512,8
2977,0895861682,5
2977,1885286090,8
2977,0316569321,7
2996,8804382449,7
3005,0312278586,5
3023,1567313671,9
3088,2070388905,7
3099,0440211727,8
3099,0446610038,7
3101,75282600,7
3104,0805060200,7
3106,0451456734,10
3142,0553802550,10
3145,0440419468,8
3145,0440129613,7
3154,0804111898,8
3154,002542730X,8
3167,0345257162,5
3167,0399136487,8
3167,0812550706,10
3167,0671721380,7
3167,0451458125,8
3167,0786889527,6
3167,0312865031,7
3167,0142002054,8
3167,0671017225,6
3167,0345370775,9
3167,0553234617,10
3167,067150987X,6
3167,0440998050,10
3167,0553574353,10
3189,9722026011,4
3191,0452283205,6
3192,0875427324,5
3232,0553236202,5
3247,8804509554,7
3282,0345406354,10
3282,0773760555,9
3282,0345371631,10
3282,0345406346,10
3282,0345275675,10
3289,0195103793,8
3326,3257200552,8
3326,349922710X,4
3326,3404122631,6
3329,0345313577,7
3329,0440234743,8
3329,0553297988,7
3331,0449006530,4
3344,0312272057,7
3344,0671027360,8
3344,0142003190,7
3346,0312890044,9
3346,0441068804,7
3346,0836218256,10
3346,9649282793,10
3346,9644481321,10
3346,2842772032,10
3346,0345413350,8
3346,0710506430,6
3346,0552131067,7
3346,0710507518,7
3350,0804106304,10
3355,843509975X,6
3355,8429710329,8
3363,0373250223,9
3363,0448190834,10
3363,006621016X,8
3363,0140365931,10
3363,0064460932,10
3363,0373250533,8
3363,0345336429,10
3363,0373250207,10
3363,0590543199,8
3363,0140186484,10
3363,0316070211,8
3363,0380973545,10
3363,0440228611,8
3363,0761316426,8
3363,0312171838,10
3363,0394555295,10
3363,0399215166,9
3364,0345455711,8
3368,0684859769,9
3371,0380807866,7
3371,0671793551,7
3371,0515124656,6
3371,0373079613,7
3371,0394800133,10
3371,0590023888,10
3371,0553575007,6
3371,0671705091,7
3371,0373484003,7
3371,0812571762,6
3371,0440217857,9
3373,0425178951,5
3373,038548562X,2
3374,0505523442,9
3374,0821762559,9
3379,0394280210,8
3416,0060086246,8
3416,3257225334,1
3418,0590251589,8
3418,0679885307,6
3418,0590224735,6
3427,074343627X,5
3462,0864427433,8
3462,0316316962,9
3467,0066211085,8
3467,042517476X,9
3471,0380713330,10
3472,0553206516,9
3481,0553268880,8
3488,9616014684,7
3538,8423918300,7
3538,8486072905,10
3538,840142285X,8
3538,8486675391,9
3556,0892741880,10
3556,0842321934,10
3573,1892065169,8
3578,0679417796,9
3578,B000065V20,7
3594,1741160294,6
3601,055299670X,7
3601,0805033203,8
3640,0671567829,8
3669,0446672211,10
3675,8495501198,4
3675,8492224579,7
3675,8408020137,6
3675,8427027702,6
3675,1400041988,8
3675,1593080255,10
3675,9682321557,9
3675,0375725849,10
3693,0671026364,7
3709,067102423X,10
3719,0451179706,8
3719,0451124383,8
3728,0449908119,7
3743,8879839217,10
3752,0140620664,6
3757,8475061052,7
3757,8422637685,8
3757,8422652897,7
3757,8422652889,7
3757,8439588585,7
3757,8447302075,7
3757,8425306647,6
3757,8422678268,7
3757,8432222550,7
3757,8422655802,7
3757,8423913074,8
3757,8425309506,8
3757,847386560X,7
3757,8424139070,8
3757,8408050133,7
3757,8441400156,7
3757,8422672979,8
3757,843500533X,6
3757,8422621266,7
3757,8401491029,7
3757,8432222151,7
3757,8401240697,7
3757,8475308074,7
3757,8401240689,6
3757,8434588846,7
3757,8433566431,7
3757,8447301834,7
3757,843222216X,7
3757,8485337344,6
3757,8432222585,7
3757,843222250X,8
3757,8474171539,6
3757,8432245933,6
3757,8432222127,7
3757,8432221937,7
3757,8478805265,8
3757,8422639130,8
3757,8432221732,7
3757,843222247X,7
3757,8432222208,7
3757,8401303761,6
3757,8435001792,7
3757,842063963X,8
3757,8466300570,7
3757,8422640457,7
3757,8475306675,7
3757,8422635534,7
3757,8475970044,7
3757,8476145950,7
3757,0198641583,8
3757,842263094X,7
3757,8447301826,7
3757,8401240220,6
3757,8401310245,6
3757,8432221686,7
3757,8486763080,7
3757,842264066X,7
3757,8439500041,7
3757,8432221864,7
3757,8422666030,7
3757,9684035950,7
3757,8478082441,7
3757,8422639041,6
3757,8432222666,7
3757,8403071981,7
3757,8432221759,7
3757,8401240662,7
3757,8422653273,7
3757,8422670852,7
3757,8422630745,7
3757,8401240239,7
3757,8432222240,7
3757,8485224574,7
3757,847509645X,7
3757,8432221724,7
3757,8434588854,7
3757,8422675498,7
3757,9688232475,5
3757,8422637782,7
3757,8401324734,7
3757,8478801960,7
3757,8432222232,8
3757,8422660342,7
3757,8422635585,7
3757,8427109245,4
3757,8422646048,7
3757,8432222674,7
3757,842267923X,7
3757,8479532777,6
3757,8432222380,7
3757,8425329604,7
3757,8422620197,7
3757,8434588927,7
3757,8439588550,7
3757,8432222488,7
3757,8422676133,8
3757,8432222194,8
3757,8475306179,7
3757,8423304256,8
3757,84322221119,7
3777,0747546215,5
3791,972747666X,6
3791,9726996759,8
3792,0140346031,10
3799,0333782259,8
3816,0451099648,7
3816,8804338253,6
3817,0385479565,9
3827,034544356X,5
3827,0743421574,6
3827,0152018018,9
3827,0007134495,7
3827,0441006329,7
3827,0375503641,8
3827,0553568736,10
3827,0553562614,10
3827,0140132708,10
3827,0441002617,7
3827,0886779758,7
3827,0886777844,7
3827,0141301058,10
3827,0765342987,10
3827,0345413350,7
3827,0385497288,10
3840,0743467604,7
3840,0385508042,8
3840,0425183238,10
3840,0060505559,10
3917,0140621806,10
3917,0762403004,7
3917,0375405046,8
3917,0517886685,9
3917,1573226521,7
3917,0671027638,7
3917,0688156819,10
3923,0553580531,9
3923,0879238615,7
3923,0393049272,3
3923,0553577808,8
3923,0312135653,6
3923,0380731797,8
3923,0375421726,6
3923,0596000987,7
3923,0609805002,6
3923,0380731800,4
3923,0099681803,6
3965,0553280147,6
4017,0452283167,9
4017,0446310786,10
4017,067003178X,5
4017,0786866470,9
4017,0452260116,9
4017,0688177859,7
4017,038533334X,10
4017,0316169226,10
4017,0156007754,9
4017,0375412557,10
4017,0385265700,9
4017,0345410289,9
4017,1565122437,7
4017,0802138578,9
4017,067976402X,10
4017,0312169868,9
4017,0345403339,8
4017,0312032978,5
4017,0679755624,8
4017,0743227840,10
4017,0140042598,10
4017,0060926465,7
4035,0060008776,7
4051,0140298363,7
4076,8495980517,7
4090,0942257324,10
4090,0316601950,8
4090,0785281754,8
4091,0445406518,8
4091,0399148515,9
4092,0451176464,6
4092,0451131312,8
4098,0060977337,6
4098,006098726X,9
4107,0345380371,5
4107,0451522303,8
4114,0425169634,5
4114,3891064012,5
4131,0743220633,8
4131,0658017934,9
4131,1855011794,9
4131,0099426870,7
4131,0753813823,8
4134,3404143205,1
4138,0451526767,9
4149,0842329129,1
4157,0380727501,8
4157,0441731538,7
4157,0060802162,6
4157,0140266909,3
4164,0312961294,5
4164,006019541X,3
4169,0385504209,10
4179,0140343717,10
4179,0061097268,6
4197,0399148728,7
4197,0679463070,8
4216,0140302395,10
4221,0060086246,9
4221,0373250126,8
4223,3216303217,4
4223,3442444020,6
4225,0446310786,10
4225,0451202341,6
4228,014028009X,7
4228,0883657635,7
4292,0028604032,5
4303,0312282990,9
4309,0405054610,10
4334,0451177096,7
4363,8440461194,5
4365,0399501487,10
4385,1551666014,10
4385,084394272X,10
4385,0451180143,10
4385,0373118716,8
4385,0821745085,10
4385,0373117949,8
4385,0373098677,10
4385,0446600342,10
4385,0373074123,10
4385,051506162X,10
4385,0671025384,10
4385,0373169302,10
4385,0446364312,10
4385,0373169299,10
4385,0553220284,10
4385,0553218298,8
4385,0553445006,10
4385,0446356875,10
4385,0373035101,10
4385,037370707X,8
4385,0373223455,10
4385,0373098987,8
4385,0373076592,10
4385,0373099169,10
4385,0425105156,10
4385,037329011X,10
4385,155166531X,10
4385,0821767720,10
4385,0373291019,10
4385,0373111622,10
4385,0373501757,10
4385,0373704070,10
4385,0821749374,10
4385,0373109040,10
4385,0373484070,10
4385,0786005416,8
4385,0440169836,10
4386,0070212570,8
4401,0673523241,10
4420,0449219143,8
4420,3785720092,8
4428,8432227692,6
4433,0385031386,8
4435,8804386096,8
4435,8878199923,10
4435,8850200455,6
4435,8877463821,5
4435,887782896X,6
4438,038078520X,4
4483,009943511X,8
4483,0060931914,8
4483,0060929871,6
4514,9721019461,9
4514,972711251,8
4514,9727114059,10
4514,9728820097,8
4514,9728820011,8
4516,1573240923,7
4556,0451202856,7
4570,0395860318,8
4571,0413537900,8
4590,8477201447,8
4590,8497590597,10
4600,0060505249,5
4600,0812524853,5
4600,0345463404,10
4600,0451458923,10
4622,0964109964,9
4622,0553212524,8
4622,0425154882,7
4747,0943734312,10
4769,0375724621,9
4784,0142000485,8
4785,006101351X,5
4785,0062508156,8
4785,0451523903,10
4785,0345301064,5
4785,0380816555,7
4795,0440408652,10
4795,0452282152,9
4795,0151003084,8
4802,1853260193,9
4809,1575665379,9
4809,0924171553,6
4809,0439139597,8
4816,0064470059,8
4821,0060933577,6
4838,3423071001,5
4838,1573229083,3
4864,0446322180,5
4896,9739601103,10
4896,073870279X,10
4896,9739104045,10
4896,9739507980,9
4896,0671765973,10
4938,0440972329,10
4938,0451527038,10
4938,006101351X,7
4938,0439206472,9
4938,1578632811,7
4938,097262421X,5
4938,0345313860,10
4947,9722105248,8
4947,9726652774,8
4947,9724218597,3
5027,0310478014,3
5037,0446608955,8
5037,0743225406,3
5037,0440214041,9
5048,0060392452,10
5100,0385018061,7
5127,8804476796,8
5127,00172932,8
5127,8807813025,9
5151,0812550706,10
5163,0142302015,5
5163,1586480499,5
5163,0385486804,5
5201,9782709623810,7
5204,0140621334,10
5204,075381675,9
5207,0440204429,8
5209,0066210844,7
5209,0884042847,8
5209,0312906765,10
5209,0879493046,6
5209,0312958838,10
5209,0445204524,10
5209,0312909233,6
5209,034531784X,3
5209,0345346912,9
5209,0345384210,10
5209,0553225448,7
5223,8466301526,5
5225,3426600218,5
5286,0743439775,9
5300,8804414219,3
5300,54901467,5
5331,0749396067,9
5331,0553282182,8
5331,0563534753,10
5331,0140056548,9
5331,0593045831,10
5331,0091867770,10
5331,0140023747,7
5331,0007155093,9
5331,0140035206,10
5331,0340765429,10
5333,0752815636,7
5333,0425154092,7
5333,9061121213,6
5333,9051082894,7
5337,0425179613,5
5350,3924491909,5
5350,4442237432,8
5350,312577540X,7
5350,3150092329,6
5350,0099286572,8
5350,3442161177,8
5350,3404129490,9
5350,3442454794,8
5351,0330262726,9
5385,006039241X,5
5385,0679732241,10
5416,0061096253,8
5416,0553277723,8
5439,0060938455,9
5439,0892961759,8
5448,0553274295,6
5448,0743448421,8
5448,0440403332,6
5452,0671007696,5
5459,1558748040,8
5463,8484504638,8
5476,0553572105,5
5476,0316782262,6
5476,034540761X,7
5476,0316666343,4
5476,0679439382,1
5476,0399149295,8
5479,1558606785,6
5490,1563831236,5
5499,0399150854,10
5499,0345458915,10
5499,0446531421,10
5499,0312316690,10
5501,0553580515,7
5507,0385144342,6
5539,1853263508,5
5539,1567185711,5
5539,0345423402,8
5539,0451208765,6
5539,0743454146,10
5539,1860110886,8
5539,0130484717,5
5539,0875421180,5
5539,0671027387,10
5543,0517618141,9
5543,0880389206,9
5543,0892133260,6
5543,0452010845,8
5543,0140434127,6
5543,0140154515,4
5543,1560760478,9
5555,0553346083,8
5555,0140181903,7
5555,068480087X,8
5555,0312261918,5
5582,1580174493,9
5582,1551668637,6
5582,1879237741,9
5582,0918949165,10
5582,044651652X,7
5582,0671680110,8
5582,0380790963,10
5582,0425173631,10
5582,1573245003,10
5582,0486270521,10
5582,0679785892,9
5582,0345334531,8
5582,0451191137,10
5582,0380820293,8
5582,0553584782,10
5582,0821771159,5
5582,0425152251,10
5582,0380789035,9
5582,0761116230,10
5604,0971880107,6
5604,3257229534,10
5615,8807821656,10
5638,0446605409,9
5665,0399136479,8
5669,0679893105,10
5703,0345366239,10
5709,0553577123,5
5722,067152549,7
5728,0140187375,8
5730,088899088X,8
5741,0061031410,9
5741,0451206525,8
5741,0380784165,8
5746,0590457225,10
5770,0297828991,5
5777,1564029654,8
5783,0553260111,9
5792,0394821998,5
5815,0385505833,7
5834,3442545544,6
5850,0380716542,10
5861,0451523377,8
5899,3596215226,8
5903,0140271791,9
5903,0451208846,7
5903,0449212602,9
5903,0340689625,5
5903,0671015648,8
5920,0886773741,7
5920,0440223547,9
5920,0553276387,9
5932,0684825414,6
5932,156647101X,5
5942,0842329129,2
5942,1888608501,5
5956,0971971501,8
5956,0812092007,5
5956,0393047229,7
5956,0785266097,5
5963,0140077022,6
5963,0399145796,8
5963,0679444815,5
5963,0394589424,6
5963,0486268705,9
5971,0007137508,8
5988,0812507428,7
6004,8845246590,10
6007,0440224853,5
6017,0099422042,6
6018,0142000205,5
6073,0451521072,10
6073,0679735909,10
6073,0312868332,9
6073,0553273914,9
6073,0671742515,9
6092,0099286955,8
6092,0312150601,8
6092,0751534552,10
6112,0553274295,7
6115,0312954166,10
6115,0380718340,10
6115,0449221512,10
6115,0440224764,10
6139,0553107755,6
6153,044636538,10
6156,0425155463,8
6156,0440403782,9
6156,0843952008,7
6238,0156010593,10
6238,0804115613,9
6238,0679777474,9
6238,0375724370,10
6238,0156006243,8
6238,0156004011,8
6238,0156006391,9
6238,0345389964,10
6242,0679310940,8
6242,0140277439,6
6242,0771060548,8
6242,0684800713,6
6242,0006385370,7
6242,067976402X,8
6242,0676972802,6
6242,0676973930,6
6242,1861591799,7
6242,0864922299,5
6242,0767903382,7
6242,0676972853,6
6242,068484477X,8
6242,037570745X,7
6242,0676970656,6
6242,0375705856,5
6242,1551990199,5
6242,0394281829,7
6242,0452264464,5
6242,0571212212,7
6242,0385259875,7
6242,0771054602,6
6242,0385259581,5
6242,077100799X,5
6242,0156012022,7
6242,0449910830,7
6242,0312205546,5
6242,0871136791,8
6242,0676973280,6
6242,0676972403,7
6242,0676972152,7
6242,0771037902,7
6242,1573228281,7
6242,0385333706,5
6242,0312099436,5
6242,009927583X,7
6242,1550548166,8
6242,0679307710,7
6242,0394221184,8
6242,0312195516,7
6242,0771014538,5
6242,0312130279,7
6242,0679310770,5
6242,684717972,6
6242,0679724362,6
6242,1552634523,3
6242,0140252525,7
6242,0375706062,7
6242,1895411416,7
6242,1552782395,6
6242,0385259115,6
6242,0394224841,7
6242,0771055706,7
6242,0676973094,5
6249,067188784X,9
6251,0684818701,10
6251,0711919518,10
6251,0809117541,10
6251,0894803921,8
6251,0679454446,8
6251,0880291230,10
6251,0066211662,6
6251,0399233881,10
6251,0916291456,7
6251,0312950586,10
6251,0446343455,9
6251,0761106332,8
6251,0316569321,8
6251,0064402053,10
6251,067150987X,10
6251,0395713730,10
6251,0140257934,8
6251,0312327188,9
6251,0064430677,10
6251,0152018255,10
6251,0877796130,8
6251,0517093650,9
6251,0517881225,9
6251,039923392X,10
6251,0425153061,9
6251,0395304482,10
6251,0671683829,6
6251,0060960833,8
6251,1573060194,6
6251,0425103285,10
6251,0762400072,8
6251,0689304374,10
6251,0816704317,7
6251,156402976X,10
6251,156619945X,10
6251,0316548189,9
6251,0020446500,8
6251,188521135X,9
6251,0696010976,6
6251,0446611328,7
6251,0671625837,10
6251,0684867672,7
6251,0890876797,8
6251,0395498589,10
6251,0380009471,10
6251,0024103411,7
6251,0553560468,5
6251,0912656506,5
6251,0062501007X,8
6251,0064405052,8
6251,076110481X,9
6251,0307960374,10
6274,0140434186,8
6280,0060936231,5
6280,2266131516,9
6280,9681336089,8
6280,063403541X,5
6284,9722110667,7
6285,0770428509,7
6323,0345313860,6
6323,0380790432,1
6323,0446601241,8
6323,0399146245,2
6323,0553100009,1
6323,0425148343,7
6323,0380717018,1
6323,0440236169,2
6323,0375709045,3
6323,0399143807,2
6323,0425163385,7
6323,0380730820,5
6330,0099273594,5
6336,067982412X,8
6338,0373226918,6
6345,0061054143,9
6345,0446602299,7
6345,0671442686,9
6347,0446605239,7
6360,8495501198,8
6360,8422616467,8
6364,0449911462,10
6364,0965603695,10
6366,0440417449,10
6366,1841721522,7
6366,847888498X,7
6366,8472236994,3
6398,0609610597,4
6401,1565076613,5
6401,0316781142,4
6411,2070374874,8
6431,0439139597,10
6431,0060193395,9
